provider_code,name,status
DHA-F-6548073,AL JABER OPTICAL CENTRE LLC BRANCH - AVENUE MALL,ACTIVE
DHA-F-5750964,AL JABER OPTICAL CENTRE LLC BRANCH - SILICON CENTRAL,ACTIVE
DHA-F-6922212,AL JABER OPTICAL CENTRE LLC BRANCH MEAISEM CITY CENTRE,ACTIVE
DHA-F-6155183,AL JABER OPTICAL CENTRE LLC KHAWANEEJ BRANCH,ACTIVE
DHA-F-0047326,AL JABER OPTICAL CENTRE(L.L.C)- BR WAFI MALL,ACTIVE
DHA-F-0047608,AL JABER OPTICAL CENTRE(L.L.C)(BR.MARINAMALL),ACTIVE
DHA-F-0046456,AL JABER OPTICAL TRAD CENTER BRUNCH,ACTIVE
DHA-F-2985256,AL JABER OPTICALCENTREL.L.C BRANCH,ACTIVE
DHA-F-8348507,AL JABER OPTICALCENTREL.L.C BRANCH,ACTIVE
DHA-F-0047179,AL JABRI PHARMACY,ACTIVE
DHA-F-0045958,AL JADEEDAH BALSAM PHARMACY,ACTIVE
DHA-F-0000812,AL JALILA CHILDREN'S SPECIALTY HOSPITAL FZ-LLC,ACTIVE
DHA-F-8923914,AL JALILA CHILDREN'S SPECIALTY HOSPITAL PHARMACY FZ-LLC,ACTIVE
DHA-F-0047304,AL JAMEELA POLY CLINIC (BRANCH),ACTIVE
DHA-F-0046820,AL JAMEELA POLYCLINIC,ACTIVE
DHA-F-0045851,AL JAMEYA AL TAAWENYA PHARMACY,ACTIVE
DHA-F-0046723,AL JAMIL OPTICALS (L.L.C)-BR,ACTIVE
DHA-F-0000707,AL JASEEL PHARMACY LLC,ACTIVE
DHA-F-0000175,AL JAWDA MEDICAL CLINIC,ACTIVE
DHA-F-0046308,AL JAZEERA OPTICS,ACTIVE
DHA-F-0045852,AL JAZEERAH PHARMACY,ACTIVE
DHA-F-0046259,AL JEEL AL SAEED SCHOOL,ACTIVE
DHA-F-0045454,AL JORF MEDICAL CENTER,ACTIVE
DHA-F-0045967,AL JUMA PHARMACY,ACTIVE
DHA-F-0047241,AL KAMALI DRUGS&MEDICAL SUPPLIES,ACTIVE
DHA-F-0045861,AL KAMALI PHARMACY,ACTIVE
DHA-F-0046066,AL KANZ PHARMACY,ACTIVE
DHA-F-0046568,AL KARAMA AYURVEDIC CENTRE,ACTIVE
DHA-F-0045523,AL KARAMA MEDICAL CENTER,ACTIVE
DHA-F-0047104,AL KARAMA MEDICAL CENTER (AL QOZE BR),ACTIVE
DHA-F-0046074,AL KARAMA OPTICS,ACTIVE
DHA-F-0045854,AL KARAMA PHARMACY,ACTIVE
DHA-F-0045730,AL KARAMA STAR MEDICAL CENTRE,ACTIVE
DHA-F-0047819,AL KARAWAN OPTICAL L.L.C,ACTIVE
DHA-F-0046486,AL KAUSAR PHARMACY,ACTIVE
DHA-F-0045407,AL KAZIM CLINIC,ACTIVE
DHA-F-0047736,AL KHAIL MEDICAL CENTRE,ACTIVE
DHA-F-0000990,AL KHAIL MEDICAL CENTRE BRANCH,ACTIVE
DHA-F-3387045,AL KHAIR COMMUNITY PHARMACY,ACTIVE
DHA-F-0000477,AL KHAIR COMMUNITY PHARMACY,ACTIVE
DHA-F-0046100,AL KHALEEJ NATIONAL SCHOOL,ACTIVE
DHA-F-0045974,AL KHAN PHARMACY,ACTIVE
DHA-F-0046398,AL KHAWANEEJ PHARMACY,ACTIVE
DHA-F-5034723,AL LAILAK ALABYAD GENERAL DENTAL CLINIC,ACTIVE
DHA-F-0002206,AL LUBNANI MEDICAL CENTER LLC DUBAI BRANCH,ACTIVE
DHA-F-0046103,AL MAAREF PRIVATE SCHOOL,ACTIVE
DHA-F-0046940,AL MADINA AL SANAIYA PHARMACY,ACTIVE
DHA-F-0045918,AL MAHATA PHARMACY,ACTIVE
DHA-F-0001133,AL MAHER MEDICAL CENTER,ACTIVE
DHA-F-0046110,AL MAJD INDIAN SCHOOL,ACTIVE
DHA-F-0045596,AL MAJD MEDICAL CLINIC,ACTIVE
DHA-F-0045463,AL MAJID CLINIC,ACTIVE
DHA-F-0045908,AL MAJLIS PHARMACY,ACTIVE
DHA-F-0045931,AL MAMZAR PHARMACY,ACTIVE
DHA-F-0000497,AL MANARA ALMANZIL PHARMACY,ACTIVE
DHA-F-0046978,AL MANARA GARDEN PHARMACY,ACTIVE
DHA-F-8486289,AL MANARA PHARMACY,ACTIVE
DHA-F-0046468,AL MANARA PHARMACY,ACTIVE
DHA-F-0001436,AL MANARA PHARMACY 1 BRANCH,ACTIVE
DHA-F-0000986,AL MANARA PHARMACY AL GHAZAL MALL,ACTIVE
DHA-F-0000830,AL MANARA PHARMACY BRANCH,ACTIVE
DHA-F-0002079,AL MANARA PHARMACY LLC,ACTIVE
DHA-F-0000888,AL MANARA PHARMACY REMAL MALL,ACTIVE
DHA-F-0000637,AL MANARA RAEDA PHARMACY,ACTIVE
DHA-F-0001470,AL MANARA SPECIALIZED MEDICAL CENTER LLC,ACTIVE
DHA-F-0000472,AL MANARA SUNSET,ACTIVE
DHA-F-0045664,AL MANARA UROLOGY CLINIC,ACTIVE
DHA-F-0045882,AL MANKHOOL PHARMACY,ACTIVE
DHA-F-0045585,AL MANSOOR MEDICAL CENTER,ACTIVE
DHA-F-0047515,AL MANSOOR MEDICAL CENTER(BR- AL QOZE),ACTIVE
DHA-F-0045856,AL MANSOURA PHARMACY,ACTIVE
DHA-F-0002444,AL MANZIL AL JADEED PHARMACY LLC,ACTIVE
DHA-F-0047246,AL MANZIL HOTEL(L.L.C),ACTIVE
DHA-F-7547584,AL MAQAM PHARMACY LLC,ACTIVE
DHA-F-0000754,AL MARIFFA MEDICAL CENTER LLC,ACTIVE
DHA-F-9300420,AL MARIYA PHARMACY L.L.C,ACTIVE
DHA-F-0045486,AL MARIYA POLYCLINIC,ACTIVE
DHA-F-0045748,AL MARKAZ PHARMACY,ACTIVE
DHA-F-0046668,AL MASA REHABILITATION CENTRE,ACTIVE
DHA-F-0045973,AL MASEYA PHARMACY,ACTIVE
DHA-F-0000574,AL MASHAHER MEDICAL CENTRE,ACTIVE
DHA-F-0000320,AL MASSA POLYCLINIC LLC,ACTIVE
DHA-F-0047102,AL MAWADA PHARMACY,ACTIVE
DHA-F-0047196,AL MAWAKEB SCHOOL,ACTIVE
DHA-F-0046111,AL MAWAKEB SCHOOL(BR),ACTIVE
DHA-F-0045892,AL MAWRID PHARMACY,ACTIVE
DHA-F-0000297,AL MAZAYA OPTICS,ACTIVE
DHA-F-0046258,AL MAZHER PHARMACY,ACTIVE
DHA-F-0045857,AL MAZROUI MEDICAL & CHEMICAL SUPPLIES,ACTIVE
DHA-F-0046915,AL MEHER CONTRACTING CO (L.L.C),ACTIVE
DHA-F-0046899,AL MERQAB OPTICAL (L.L.C),ACTIVE
DHA-F-0046291,AL MINA PHARMACY,ACTIVE
DHA-F-0046809,AL MISBAH MEDICAL CENTRE,ACTIVE
DHA-F-0000507,AL MISK PHARMACY,ACTIVE
DHA-F-0047110,AL MIZHAR AMERICAN ACADEMY SCHOOL FOR GIRLS (BR OF TAALEEM MANAGEMENT L.L.C),ACTIVE
DHA-F-0045948,AL MOKHTAR PHARMACY,ACTIVE
DHA-F-0046406,AL MONA MEDICAL CLINIC,ACTIVE
DHA-F-0047649,AL MOOL MEDICAL CENTRE,ACTIVE
DHA-F-9999989,AL MOOSA DAY SURGERY CENTER PHARMACY,ACTIVE
DHA-F-0000392,AL MOUHEBA PHARMACY,ACTIVE
DHA-F-0002039,AL MOUSA DAY SURGERY CENTER,ACTIVE
DHA-F-0045422,AL MOUSA MEDICAL CENTER,ACTIVE
DHA-F-0046257,AL MOWASAH MEDICAL CLINIC,ACTIVE
DHA-F-0046481,AL MUFID DURG EST,ACTIVE
DHA-F-0048006,AL MUHAISNAH POLYCLINIC (BRANCH),ACTIVE
DHA-F-2717352,AL MULAYIM PHARMACY L.L.C,ACTIVE
DHA-F-0046519,AL MULTAQA DRUGS & PHARMACEUTICAL,ACTIVE
DHA-F-0045929,AL MUNA PHARMACY,ACTIVE
DHA-F-0045447,AL MUNIRA CLINIC,ACTIVE
DHA-F-0048036,AL MURAGGABAT PHARMACY,ACTIVE
DHA-F-0046684,AL MURAQABAT DENTAL CENTER,ACTIVE
DHA-F-0046288,AL MURJAN MEDICAL CENTER,ACTIVE
DHA-F-0046793,AL MURJAN PHARMACY,ACTIVE
DHA-F-0047779,AL MUROOJ ROTANA HOTEL,ACTIVE
DHA-F-0045894,AL MUSAIF PHARMACY,ACTIVE
DHA-F-0047701,AL MUSALLA MEDICAL CENTER(DUBAI INDUSTRIAL CITY),ACTIVE
DHA-F-0047577,AL MUSALLA MEDICAL CENTRE(BRANCH AL BARSHAA),ACTIVE
DHA-F-0045860,AL MUSALLA PHARMACY,ACTIVE
DHA-F-0045878,AL MUSLIM PHARMACY,ACTIVE
DHA-F-0000352,AL MUSTAQEEM PHARMACY LLC,ACTIVE
DHA-F-0045723,AL MUTEENA MEDICAL CENTER,ACTIVE
DHA-F-0045859,AL MUTEENA PHARMACY,ACTIVE
DHA-F-0046475,AL NABA PHARMACY,ACTIVE
DHA-F-0002198,AL NABOODAH CONTRACTING CO L L C - COMPANY CLINIC,ACTIVE
DHA-F-0045924,AL NADA PHARMACY,ACTIVE
DHA-F-0546602,AL NADA PHARMACY LLC,ACTIVE
DHA-F-0047718,AL NAHDA MEDICAL CENTER,ACTIVE
DHA-F-0047255,AL NAHDA OPTICS,ACTIVE
DHA-F-0046512,AL NAHDA PHARMACY,ACTIVE
DHA-F-0047023,AL NAKHEEL COMPANY,ACTIVE
DHA-F-0045901,AL NAKHEEL PHARMACY,ACTIVE
DHA-F-0045661,AL NAKHIL GYNAECOLOGY CLINIC,ACTIVE
DHA-F-0045977,AL NASEEM PHARMACY,ACTIVE
DHA-F-0047496,AL NASR CLUB,ACTIVE
DHA-F-0002324,AL NEEM GRAND PHARMACY LLC,ACTIVE
DHA-F-0002229,AL NEEM GREEN PHARMACY LLC,ACTIVE
DHA-F-9436184,AL NEEM GREEN PHARMACY LLC BRANCH,ACTIVE
DHA-F-0000209,AL NEEM PHARMACY,ACTIVE
DHA-F-0001725,AL NEEM PHARMACY LLC BRANCH,ACTIVE
DHA-F-0002066,AL NEEM STAR PHARMACY LLC,ACTIVE
DHA-F-0047029,AL NIBRAS PRIVATE SCHOOL,ACTIVE
DHA-F-0046078,AL NOOR OPTICALS,ACTIVE
DHA-F-0046698,AL NOOR POLYCLINIC - BR OF GULF HEALTHCARE INTERNATIONAL L.L.C (AL SATWA),ACTIVE
DHA-F-0045579,AL NOOR POLYCLINIC - BR OF GULF HEALTHCARE INTERNATIONAL L.L.C (DEIRA),ACTIVE
DHA-F-0047994,AL NOOR POLYCLINIC- BR OF GULF HEALTHCARE INTERNATIONAL LLC (ALRIGGA),ACTIVE
DHA-F-5633552,Al NOOR POLYCLINIC LLC BRANCH,ACTIVE
DHA-F-0046094,AL NOOR QURAN LEARNING & LAW SCIENCE SCHOOL,ACTIVE
DHA-F-0046118,AL NOOR TRAINING CENTER FOR CHILDREN WITH SPECIAL NEED,ACTIVE
DHA-F-0047247,AL NUMAIRY MEDICAL CENTER,ACTIVE
DHA-F-0045900,AL OMARAA PHARMACY,ACTIVE
DHA-F-0045842,AL PETRA PHARMACY,ACTIVE
DHA-F-0045886,AL PHAMED TRADING,ACTIVE
DHA-F-0045554,AL PHARABI CLINIC,ACTIVE
DHA-F-0045883,AL PLAZA PHARMACY,ACTIVE
DHA-F-5909085,AL PLAZA PHARMACY L.L.C. (BRANCH),ACTIVE
DHA-F-6447270,AL PLAZA PHARMACY LLC,ACTIVE
DHA-F-0047268,AL QASR,ACTIVE
DHA-F-0045644,AL QOZ PVT.MEDICAL CENTER,ACTIVE
DHA-F-0045759,AL QOZE PHARMACY,ACTIVE
DHA-F-0045647,AL QUDRA MEDICAL CLINIC,ACTIVE
DHA-F-0047297,AL QUOZ CITY STAR POLYCLINIC,ACTIVE
DHA-F-9923247,AL QUOZ MALL MEDICAL FITNESS CENTER DHA,ACTIVE
DHA-F-6043738,AL QUSAIS MEDICAL CENTER,ACTIVE
DHA-F-0046774,AL QUSAIS OPTICLAS,ACTIVE
DHA-F-4996655,AL QUSAIS STAR PHARMACY LLC (BRANCH),ACTIVE
DHA-F-0047319,AL QUSAIS STAR PHARMACY(L.L.C),ACTIVE
DHA-F-0046982,AL QUSAIS STAR POLYCLINIC,ACTIVE
DHA-F-4321280,AL QUSAIS STAR POLYCLINIC (BRANCH),ACTIVE
DHA-F-0046745,AL RAFA HOSPITAL FOR MATERNITY AND SURGERY,ACTIVE
DHA-F-0045468,AL RAFA POLYCLINIC (24 HOURS) BR-DM HEALTHCARE L.LC,ACTIVE
DHA-F-0046689,AL RAFA POLYCLINIC -BR DM HEALTHCARE L.L.C,ACTIVE
DHA-F-0047161,AL RAFA POLYCLINIC- PLAM JUMEIRAH BRANCH,ACTIVE
DHA-F-0047512,AL RAFA POLYCLINIC-INTERNATIONAL CITY- BR DM HEALTHCARE L.L.C,ACTIVE
DHA-F-0047511,AL RAFA POLYCLNIC (WATER FRONT),ACTIVE
DHA-F-0046058,AL RAFAA OPTICALS,ACTIVE
DHA-F-0045995,AL RAFAH PHARMACY,ACTIVE
DHA-F-0046954,AL RAFEEQ CLINIC,ACTIVE
DHA-F-0045574,AL RAHA MEDICAL CLINIC,ACTIVE
DHA-F-0045884,AL RAHA PHARMACY,ACTIVE
DHA-F-0045701,AL RAHIF MEDICAL CLINIC,ACTIVE
DHA-F-0046561,AL RAHMA CHINESE  MEDICAL CENTER,ACTIVE
DHA-F-0045950,AL RAHMA MEDIC DRUG STORE,ACTIVE
DHA-F-0047059,AL RAHMA OPTICALS,ACTIVE
DHA-F-0000122,AL RAHMAH HOME NURSING SERVICES,ACTIVE
DHA-F-0047536,AL RAIS PHARMACY,ACTIVE
DHA-F-0047804,AL RAMOOL PHARMACY,ACTIVE
DHA-F-0046614,AL RAQI BODY FITNESS,ACTIVE
DHA-F-0046281,AL RASHAD PSYCHIATRY CLINIC,ACTIVE
DHA-F-0046923,AL RASHEED PHARMACY,ACTIVE
DHA-F-0046105,AL RASHID AL SALEH PVT. SCHOOL CLINIC,ACTIVE
DHA-F-0048004,AL RASHID CENTER FOR SOCIAL & PSYCHOLOGICAL DEVELOPMNET,ACTIVE
DHA-F-0046366,AL RASHIDIYA NURSERY,ACTIVE
DHA-F-0047100,AL RASHIDIYAH ALNOOR POLYCLINIC,ACTIVE
DHA-F-0045472,AL RASHIDIYAH PRIVATE POLY CLINIC,ACTIVE
DHA-F-0045761,AL RASHIDYA PHARMACY,ACTIVE
DHA-F-0045511,AL RASS PRIVATE MEDICAL CLINIC,ACTIVE
DHA-F-0046367,AL RAWDA PHARMACY,ACTIVE
DHA-F-0001746,AL RAWDA PHARMACY LLC BRANCH,ACTIVE
DHA-F-0045721,AL RAWDHA DENTAL CLINIC,ACTIVE
DHA-F-0002077,AL RAWI MEDICAL CENTER LLC,ACTIVE
DHA-F-0045767,AL RAYAN PHARMACY,ACTIVE
DHA-F-0047962,AL RAZI PHARMACY,ACTIVE
DHA-F-0045421,AL RAZI POLYCLINIC,ACTIVE
DHA-F-0002393,AL RAZI POLYCLINIC,ACTIVE
DHA-F-0000397,AL REEM DENTAL AND COSMETIC CENTER LLC,ACTIVE
DHA-F-1659168,AL REEM PHARMACY,ACTIVE
DHA-F-0045704,AL RIGA OSTEOLOGY CLINCI,ACTIVE
DHA-F-0047973,AL RIGGA COMMUNITY PHARMACY,ACTIVE
DHA-F-0045766,AL RIQA PHARMACY,ACTIVE
DHA-F-0046426,AL RIQQA MEDICAL CENTRE,ACTIVE
DHA-F-0046534,AL ROLLA PHARMACY,ACTIVE
DHA-F-7485229,AL ROUAYA AL WADEHA OPTICS LLC - DUBAI BRANCH,ACTIVE
DHA-F-0046842,AL ROWAAD DENTAL CENTER,ACTIVE
DHA-F-0046502,AL ROWAIS PHARMACY,ACTIVE
DHA-F-3006563,AL RUBAIE DERMATOLOGY CENTER LLC,ACTIVE
DHA-F-0256039,AL RUKN MEDICAL CENTER LLC - DUBAI BRANCH,ACTIVE
DHA-F-0045764,AL SAADAH PHARMACY,ACTIVE
DHA-F-0045763,AL SAAH PHARMACY,ACTIVE
DHA-F-0046710,AL SADAH MEDICIN & MEDICAL EQUPMENT PHARMECY STORE (L.L.C),ACTIVE
DHA-F-0046099,AL SADIQ ISLAMIC ENGLISH SCHOOL,ACTIVE
DHA-F-0046236,AL SADIQ PHARMACY,ACTIVE
DHA-F-0001346,AL SAFA AL QUOZ PHARMACY,ACTIVE
DHA-F-6732334,AL SAFA CARE PHARMACY LLC,ACTIVE
DHA-F-0046080,AL SAFA OPTICALS,ACTIVE
DHA-F-0045782,AL SAFA PHARMACY,ACTIVE
DHA-F-0046895,AL SAFA PRIVATE SCHOOL,ACTIVE
DHA-F-0046918,AL SAGGAF PHARMACY (L.L.C),ACTIVE
DHA-F-0046799,AL SAHEL CONTRACTING,ACTIVE
DHA-F-0045888,AL SALAM NEW PHARMACY,ACTIVE
DHA-F-0045746,AL SALAM PHARMACY,ACTIVE
DHA-F-0046102,AL SALAM PVT. SCHOOL,ACTIVE
DHA-F-0045573,AL SALAMA CLINIC,ACTIVE
DHA-F-0047138,AL SALMEEN CONTRACTING EST.,ACTIVE
DHA-F-0045777,AL SAMAH PHARMACY,ACTIVE
DHA-F-0045453,AL SANA DENTAL CLINIC,ACTIVE
DHA-F-0046325,AL SANAIYA MEDICAL CLINIC,ACTIVE
DHA-F-0046969,AL SANAIYA MEDICAL CLINIC- BR,ACTIVE
DHA-F-0046342,AL SANAIYA PHARMACY,ACTIVE
DHA-F-0046410,AL SAYEGH MEDICAL CENTER,ACTIVE
DHA-F-0047607,AL SEER PHARMA,ACTIVE
DHA-F-0045406,AL SHAAB CLINIC,ACTIVE
DHA-F-0047096,AL SHAAB MEDICAL CENTRE,ACTIVE
DHA-F-0046106,AL SHABAB AL ARABI CLUB,ACTIVE
DHA-F-0047021,AL SHAFAR GENERAL CONTRACTING CO.(L.L.C),ACTIVE
DHA-F-0045713,AL SHAHAMA MEDICAL CLNIC,ACTIVE
DHA-F-0045771,AL SHAIMAA PHARMACY,ACTIVE
DHA-F-0046061,AL SHAM OPTICS - AL WAHA CENTER BRANCH,ACTIVE
DHA-F-0046065,AL SHAM OPTICS - NAIF BRANCH,ACTIVE
DHA-F-0045956,AL SHAM PHARMACY,ACTIVE
DHA-F-5148769,AL SHAN OPTICALS L.L.C,ACTIVE
DHA-F-2940762,AL SHAN OPTICALS L.L.C Branch,ACTIVE
DHA-F-1490851,AL SHAN OPTICALS L.L.C Branch,ACTIVE
DHA-F-0045408,AL SHAREIF CLINIC,ACTIVE
DHA-F-0045780,AL SHAWAB PHARMACY,ACTIVE
DHA-F-0045675,AL SHIFA AL KHALEEJI MEDICAL CENTRE,ACTIVE
DHA-F-0001618,AL SHIFA AL KHALEEJI MEDICAL CENTRE BRANCH LLC,ACTIVE
DHA-F-0906434,AL SHIFA AL UROPI MEDICAL CENTER DWC LLC,ACTIVE
DHA-F-0045452,AL SHIFA INTERNATIONAL CLINIC,ACTIVE
DHA-F-0002330,AL SHIFA INTERNATIONAL CLINIC LLC - BRANCH,ACTIVE
DHA-F-0045444,AL SHIFA MEDICAL CENTER,ACTIVE
DHA-F-0045776,AL SHIFA PHARMACY,ACTIVE
DHA-F-8418028,AL SHIFA UROPI PHARMACY DWC LLC,ACTIVE
DHA-F-3168002,AL SHIFA UROPI PHARMACY LLC,ACTIVE
DHA-F-0046178,AL SHIHHE PHARMACY,ACTIVE
DHA-F-0046913,AL SHOAA OPTICALS,ACTIVE
DHA-F-0045772,AL SHOHOB PHARMACY,ACTIVE
DHA-F-0046096,AL SHOROOQUE PVT. SCHOOL,ACTIVE
DHA-F-0046929,AL SHUNNAR PLASTIC SURGERY,ACTIVE
DHA-F-0045437,AL SHUNNAR POLYCLINIC,ACTIVE
DHA-F-0046553,AL SOHOOL ORTHODONTIC & DENTAL CENTRE,ACTIVE
DHA-F-0047234,AL SONDOS SUITES-BY LE MERIDIEN,ACTIVE
DHA-F-0045506,AL SOOR MEDICAL CLINIC,ACTIVE
DHA-F-0046670,AL SULTAN MEDICAL CENTRE,ACTIVE
DHA-F-2217646,AL TADAWI HEALTHCARE LLC BRANCH,ACTIVE
DHA-F-1116690,AL TADAWI HEALTHCARE LLC BRANCH,ACTIVE
DHA-F-3375440,AL TADAWI HOSPITAL,ACTIVE
DHA-F-9760596,AL TADAWI HOSPITAL PHARMACY,ACTIVE
DHA-F-0000041,AL TADAWI MEDICAL CENTER,ACTIVE
DHA-F-0002322,AL TADAWI MEDICAL CENTER BRANCH AWAIR 1,ACTIVE
DHA-F-0002158,AL TADAWI MEDICAL CENTER BRANCH DIP,ACTIVE
DHA-F-0001809,AL TADAWI MEDICAL CENTER JABAL AI BRANCH,ACTIVE
DHA-F-0001488,AL TADAWI MEDICAL CENTER JUMEIRAH,ACTIVE
DHA-F-0000567,AL TADAWI MEDICAL CENTRE,ACTIVE
DHA-F-0001568,AL TADAWI MEDICAL CENTRE BRANCH,ACTIVE
DHA-F-0000933,AL TADAWI MEDICAL CENTRE BRANCH,ACTIVE
DHA-F-5785650,AL TADAWI MEDICAL CENTRE BRANCH PHARMACY,ACTIVE
DHA-F-0000285,AL TADAWI MEDICAL CENTRE DEIRA,ACTIVE
DHA-F-9999985,AL TADAWI PHARMACY,ACTIVE
DHA-F-0000691,AL TADAWI PHARMACY,ACTIVE
DHA-F-0001516,AL TADAWI PHARMACY BRANCH,ACTIVE
DHA-F-0001754,AL TADAWI PHARMACY BRANCH 3,ACTIVE
DHA-F-0046571,AL TAEF EAST MEDICAL CENTER,ACTIVE
DHA-F-0047898,AL TAIE CENTER FOR LAPAROSCOPIC AND OBESITY SURGERY,ACTIVE
DHA-F-0045565,AL TAIF MEDICAL CENTRE,ACTIVE
DHA-F-0047903,AL TAMAYOZ MEDICAL CENTER,ACTIVE
DHA-F-0047244,AL TAMIMI NEW PHARMACY,ACTIVE
DHA-F-0002298,AL TAMIMI NEW PHARMACY BRANCH,ACTIVE
DHA-F-0046515,AL TAMIMI PHARMACY,ACTIVE
DHA-F-0449048,AL TAWAKKUL PHARMACY CO LLC,ACTIVE
DHA-F-0047391,AL TAWFIC ACUPUNCTURE THERAPY CLINIC,ACTIVE
DHA-F-0046645,AL TAYSEER MEDICAL CENTER,ACTIVE
DHA-F-0046189,AL THURAYA PRIVATE SCHOOL,ACTIVE
DHA-F-0045785,AL TOWAR PHARMACY,ACTIVE
DHA-F-0045563,AL ULA CLINIC,ACTIVE
DHA-F-0047131,AL WADI OPTICS(L.L.C),ACTIVE
DHA-F-5434549,AL WAFI PHARMACY LLC,ACTIVE
DHA-F-0045415,AL WAFIYAH MEDICAL CLINIC,ACTIVE
DHA-F-0046803,AL WAHA CLINIC,ACTIVE
DHA-F-0046951,AL WARQA MEDICAL CENTER,ACTIVE
DHA-F-0047076,AL WARQA PHARMACY,ACTIVE
DHA-F-0002409,AL WARSAN PHARMACY LLC,ACTIVE
DHA-F-0047591,AL WASEL COMMUNITY PHARMACY,ACTIVE
DHA-F-0046870,AL WASL BALSAM PHARMACY,ACTIVE
DHA-F-0045527,AL WASL MEDICAL CLINIC,ACTIVE
DHA-F-0047984,AL WASL SPORT CLUB,ACTIVE
DHA-F-0047917,AL WEDAD OPTICAL TRADING (L.L.C),ACTIVE
DHA-F-0046576,AL WEHDA DRUG STORE,ACTIVE
DHA-F-0047632,AL WOROOD ACADEMY PRIVATE SCHOOL,ACTIVE
DHA-F-6255377,AL YALAYIS MEDICAL FITNESS CENTER,ACTIVE
DHA-F-0045678,AL YASMEEN DENTAL CLINIC,ACTIVE
DHA-F-0045943,AL YASMIN PHARMACY,ACTIVE
DHA-F-0046557,AL YASSAT DEVELOPMENT & NUSING INSTITUTE,ACTIVE
DHA-F-6684516,AL YATEEM OPTICIAN - BRANCH,ACTIVE
DHA-F-1169125,AL YATEEM OPTICIAN FZE,ACTIVE
DHA-F-8713276,AL YATEEM OPTICIAN FZE DUBAI BRANCH,ACTIVE
DHA-F-0045758,AL YOUSUF MEDICINES,ACTIVE
DHA-F-0001828,AL ZAFARAN MEDICAL CENTER LLC,ACTIVE
DHA-F-0047087,AL ZAHED PHARMACEUTICAL & MEDICAL EQUIPMENT(L.L.C),ACTIVE
DHA-F-0045783,AL ZAHRA PHARMACY,ACTIVE
DHA-F-0000035,AL ZAHRA PVT. HOSPITAL,ACTIVE
DHA-F-0045512,AL ZAHRA PVT. MEDICAL CENTER (DSC),ACTIVE
DHA-F-0045965,AL ZAHRAWI MEDICINES TRADING EST.,ACTIVE
DHA-F-0046972,ALABAMA DENTAL CENTER,ACTIVE
DHA-F-0001786,ALADIYAT PHARMACY LLC,ACTIVE
DHA-F-2594631,ALAIN PHARMACY SOLE PROPRIETORSHIP BRANCH,ACTIVE
DHA-F-1769355,ALAIN PHARMACY SOLE PROPRIETORSHIP L L C DUBAI BRANCH,ACTIVE
DHA-F-3751207,ALAIN PHARMACY SOLE PROPRIETORSHIP LLC DUBAI BRANCH,ACTIVE
DHA-F-0045590,ALAPPAT CLINIC,ACTIVE
DHA-F-0046862,ALAWWAL PHARMACY,ACTIVE
DHA-F-000BRHC,AL-BARSHA HEALTH CENTRE,ACTIVE
DHA-F-0002054,ALCHIMIE POLYCLINIC L.L.C,ACTIVE
DHA-F-0047771,ALDABA SAIF AA ALDARMAKI,ACTIVE
DHA-F-0478346,ALDAR MAISON HOME HEALTH CARE L.L.C,ACTIVE
DHA-F-6854415,ALDIA MEDICAL CENTER L.L.C,ACTIVE
DHA-F-0001845,ALEATEMAD ALTAKAFULY HEALTHCARE LLC,ACTIVE
DHA-F-0045718,ALEXANDERIA INTERNATIONAL CLINIC,ACTIVE
DHA-F-0046533,ALEXANDRIA PHARMACY,ACTIVE
DHA-F-0045957,ALEXIS PHARMACY LLC,ACTIVE
DHA-F-0046841,ALFA MEDICAL GROUP (L.L.C),ACTIVE
DHA-F-0047767,ALFA PHARMACY,ACTIVE
DHA-F-0001292,ALFURQAN PHARMACY LLC,ACTIVE
DHA-F-0047211,ALFUTTAIM CARILLION (L.L.C),ACTIVE
DHA-F-5417267,ALFUTTAIM HOME HEALTH CARE SERVICES BR ALFUTTAIM HEALTHCARE SINGLE PERSON COMPANY LLC,ACTIVE
DHA-F-0002165,ALGARHOUD PRIVATE HOSPITAL CLINIC JUMAIRA ISLANDS,ACTIVE
DHA-F-0047999,ALGARHOUD PRIVATE HOSPITAL CLINIC JUMEIRAH BR OF HEALTH AND MEDICAL SER,ACTIVE
DHA-F-0096949,ALGEBRA HOME HEALTH CARE CENTER CO,ACTIVE
DHA-F-0000266,ALHANAN HOME HEALTH  CARE CENTER,ACTIVE
DHA-F-0000066,ALI AHMED MOHAMMAD ALHABBAI,ACTIVE
DHA-F-0045617,ALI MEDICAL CENTER,ACTIVE
DHA-F-0047290,ALI MOHAMMED ALI BELRAHIF,ACTIVE
DHA-F-0047847,ALI SAYED ABDULLA SAYED IBRAHIM ALHASHIMI,ACTIVE
DHA-F-0045855,ALIAA PHARMACY,ACTIVE
DHA-F-5820289,ALICO ADVANCED CARE PHARMACY LLC,ACTIVE
DHA-F-0000949,ALL SMILES MULTISPECIALITY DENTAL SPA,ACTIVE
DHA-F-0046108,ALLAMA IQBAL ISLAMIC SCHOOL,ACTIVE
DHA-F-0046584,ALLANA CENTER,ACTIVE
DHA-F-9867547,ALLEANZA HEALTHCARE L.L.C,ACTIVE
DHA-F-0001456,ALLIANCE MEDICAL CENTER,ACTIVE
DHA-F-0000131,ALLIANCE MEDICAL CENTER,ACTIVE
DHA-F-0045628,ALLIED MEDICAL CENTER,ACTIVE
