code,description,type
0518F,FALL PLAN OF CARE DOCD,3
0519F,PLAND CHEMO DOCD B/4 TXMNT,3
0520F,RAD DOS LIMTS B/4 3D RAD,3
0521F,PLAN OF CARE 4 PAIN DOCD,3
0525F,INITIAL VISIT FOR EPISODE,3
0526F,SUBS VISIT FOR EPISODE,3
0528F,RCMND FLW-UP 10 YRS DOCD,3
0529F,INTRVL 3/>YR PTS CLNSCP DOCD,3
0535F,DYSPNEA MNGMNT PLAN DOCD,3
0540F,GLUCO MNGMNT PLAN DOCD,3
0545F,FOLLOW UP CARE PLAN MDD DOCD,3
0550F,CYTOPATH REPORT NONGYN SPCMN,3
0551F,CYTOPATH REPORT NON ROUTINE,3
0555F,SYMPTOM MGMNT PLAN CARE DOCD,3
0556F,PLAN CARE LIPID CONTROL DOCD,3
0557F,PLAN CAREMNG ANGNL SYMPTDOCD,3
0575F,HIV RNA PLAN CARE DOCD,3
0580F,MULTIDISCIPLINARY CARE PLAN,3
0581F,PT TRNSFRD FROM ANESTH TO CC,3
0582F,NO TRNSFR FROM ANESTH TO CC,3
0583F,TRANSFER CARE CHECKLIST USED,3
0584F,NO TRANSFERCARE CHKLIST USED,3
1000F,TOBACCO USE ASSESSED,3
10021,FNA W/O IMAGE,3
10022,FNA W/IMAGE,3
1002F,ASSESS ANGINAL SYMPTOM/LEVEL,3
10030,GUIDE CATHET FLUID DRAINAGE,3
10035,PERQ DEV SOFT TISS 1ST IMAG,3
10036,PERQ DEV SOFT TISS ADD IMAG,3
1003F,LEVEL OF ACTIVITY ASSESS,3
10040,ACNE SURGERY,3
1004F,CLIN SYMP VOL OVRLD ASSESS,3
1005F,ASTHMA SYMPTOMS EVALUATE,3
10060,DRAINAGE OF SKIN ABSCESS,3
10061,DRAINAGE OF SKIN ABSCESS,3
1006F,OSTEOARTHRITIS ASSESS,3
1007F,ANTI-INFLM/ANLGSC OTC ASSESS,3
10080,DRAINAGE OF PILONIDAL CYST,3
10081,DRAINAGE OF PILONIDAL CYST,3
1008F,GI/RENAL RISK ASSESS,3
1010F,SEVERITY ANGINA BY ACTVTY,3
1011F,ANGINA PRESENT,3
10120,REMOVE FOREIGN BODY,3
10121,REMOVE FOREIGN BODY,3
1012F,ANGINA ABSENT,3
10140,DRAINAGE OF HEMATOMA/FLUID,3
1015F,COPD SYMPTOMS ASSESS,3
10160,PUNCTURE DRAINAGE OF LESION,3
10180,COMPLEX DRAINAGE WOUND,3
1018F,ASSESS DYSPNEA NOT PRESENT,3
1019F,ASSESS DYSPNEA PRESENT,3
1022F,PNEUMO IMM STATUS ASSESS,3
1026F,CO-MORBID CONDITION ASSESS,3
1030F,INFLUENZA IMM STATUS ASSESS,3
1031F,SMOKING & 2ND HAND ASSESSED,3
1032F,SMOKER/EXPOSED 2ND HND SMOKE,3
1033F,TOBACCO NONSMOKER NOR 2NDHND,3
1034F,CURRENT TOBACCO SMOKER,3
1035F,SMOKELESS TOBACCO USER,3
1036F,TOBACCO NON-USER,3
1038F,PERSISTENT ASTHMA,3
1039F,INTERMITTENT ASTHMA,3
1040F,DSM-5 INFO MDD DOCD,3
1050F,HISTORY OF MOLE CHANGES,3
1052F,TYPE LOCATION ACTIVITYASSESS,3
1055F,VISUAL FUNCT STATUS ASSESS,3
1060F,DOC PERM/CONT/PAROX ATR FIB,3
1061F,DOC LACK PERM&CONT&PAROX FIB,3
1065F,ISCHM STROKE SYMP LT3 HRSB/4,3
1066F,ISCHM STROKE SYMP GE3 HRSB/4,3
1070F,ALARM SYMP ASSESSED-ABSENT,3
1071F,ALARM SYMP ASSESSED-1+ PRSNT,3
1090F,PRES/ABSN URINE INCON ASSESS,3
1091F,URINE INCON CHARACTERIZED,3
11000,DEBRIDE INFECTED SKIN,3
11001,DEBRIDE INFECTED SKIN ADD-ON,3
11004,DEBRIDE GENITALIA & PERINEUM,3
11005,DEBRIDE ABDOM WALL,3
11006,DEBRIDE GENIT/PER/ABDOM WALL,3
11008,REMOVE MESH FROM ABD WALL,3
1100F,PTFALLS ASSESS-DOCD GE2>/YR,3
11010,DEBRIDE SKIN AT FX SITE,3
11011,DEBRIDE SKIN MUSC AT FX SITE,3
11012,DEB SKIN BONE AT FX SITE,3
1101F,PT FALLS ASSESS-DOCD LE1/YR,3
11042,DEB SUBQ TISSUE 20 SQ CM/<,3
11043,DEB MUSC/FASCIA 20 SQ CM/<,3
11044,DEB BONE 20 SQ CM/<,3
11045,DEB SUBQ TISSUE ADD-ON,3
11046,DEB MUSC/FASCIA ADD-ON,3
11047,DEB BONE ADD-ON,3
11055,TRIM SKIN LESION,3
11056,TRIM SKIN LESIONS 2 TO 4,3
11057,TRIM SKIN LESIONS OVER 4,3
11100,BIOPSY SKIN LESION,3
11101,BIOPSY SKIN ADD-ON,3
1110F,PT LFT INPT FAC W/IN 60 DAYS,3
1111F,DSCHRG MED/CURRENT MED MERGE,3
1116F,AURIC/PERI PAIN ASSESSED,3
1118F,GERD SYMPS ASSESSED 12 MONTH,3
1119F,INIT EVAL FOR CONDITION,3
11200,REMOVAL OF SKIN TAGS <W/15,3
11201,REMOVE SKIN TAGS ADD-ON,3
1121F,SUBS EVAL FOR CONDITION,3
1123F,ACP DISCUSS/DSCN MKR DOCD,3
1124F,ACP DISCUSS-NO DSCNMKR DOCD,3
1125F,AMNT PAIN NOTED PAIN PRSNT,3
1126F,AMNT PAIN NOTED NONE PRSNT,3
1127F,NEW EPISODE FOR CONDITION,3
1128F,SUBS EPISODE FOR CONDITION,3
11300,SHAVE SKIN LESION 0.5 CM/<,3
11301,SHAVE SKIN LESION 0.6-1.0 CM,3
11302,SHAVE SKIN LESION 1.1-2.0 CM,3
11303,SHAVE SKIN LESION >2.0 CM,3
11305,SHAVE SKIN LESION 0.5 CM/<,3
11306,SHAVE SKIN LESION 0.6-1.0 CM,3
11307,SHAVE SKIN LESION 1.1-2.0 CM,3
11308,SHAVE SKIN LESION >2.0 CM,3
1130F,BK PAIN & FXN ASSESSED,3
11310,SHAVE SKIN LESION 0.5 CM/<,3
11311,SHAVE SKIN LESION 0.6-1.0 CM,3
11312,SHAVE SKIN LESION 1.1-2.0 CM,3
11313,SHAVE SKIN LESION >2.0 CM,3
1134F,EPSD BK PAIN FOR 6 WKS/<,3
1135F,EPSD BK PAIN FOR >6 WKS,3
1136F,EPSD BK PAIN FOR 12 WKS/<,3
1137F,EPSD BK PAIN FOR >12 WKS,3
11400,EXC TR-EXT B9+MARG 0.5 CM<,3
11401,EXC TR-EXT B9+MARG 0.6-1 CM,3
11402,EXC TR-EXT B9+MARG 1.1-2 CM,3
11403,EXC TR-EXT B9+MARG 2.1-3CM,3
11404,EXC TR-EXT B9+MARG 3.1-4 CM,3
11406,EXC TR-EXT B9+MARG >4.0 CM,3
11420,EXC H-F-NK-SP B9+MARG 0.5/<,3
11421,EXC H-F-NK-SP B9+MARG 0.6-1,3
11422,EXC H-F-NK-SP B9+MARG 1.1-2,3
11423,EXC H-F-NK-SP B9+MARG 2.1-3,3
11424,EXC H-F-NK-SP B9+MARG 3.1-4,3
11426,EXC H-F-NK-SP B9+MARG >4 CM,3
11440,EXC FACE-MM B9+MARG 0.5 CM/<,3
11441,EXC FACE-MM B9+MARG 0.6-1 CM,3
11442,EXC FACE-MM B9+MARG 1.1-2 CM,3
11443,EXC FACE-MM B9+MARG 2.1-3 CM,3
11444,EXC FACE-MM B9+MARG 3.1-4 CM,3
11446,EXC FACE-MM B9+MARG >4 CM,3
11450,REMOVAL SWEAT GLAND LESION,3
11451,REMOVAL SWEAT GLAND LESION,3
11462,REMOVAL SWEAT GLAND LESION,3
11463,REMOVAL SWEAT GLAND LESION,3
11470,REMOVAL SWEAT GLAND LESION,3
11471,REMOVAL SWEAT GLAND LESION,3
1150F,DOC PT RSK DEATH W/IN 1YR,3
1151F,DOC NO PT RSK DEATH W/IN 1YR,3
1152F,DOC ADVNCD DIS COMFORT 1ST,3
1153F,DOC ADVNCD DIS CMFRT NOT 1ST,3
1157F,ADVNC CARE PLAN IN RCRD,3
1158F,ADVNC CARE PLAN TLK DOCD,3
1159F,MED LIST DOCD IN RCRD,3
11600,EXC TR-EXT MAL+MARG 0.5 CM/<,3
11601,EXC TR-EXT MAL+MARG 0.6-1 CM,3
11602,EXC TR-EXT MAL+MARG 1.1-2 CM,3
11603,EXC TR-EXT MAL+MARG 2.1-3 CM,3
11604,EXC TR-EXT MAL+MARG 3.1-4 CM,3
11606,EXC TR-EXT MAL+MARG >4 CM,3
1160F,RVW MEDS BY RX/DR IN RCRD,3
11620,EXC H-F-NK-SP MAL+MARG 0.5/<,3
11621,EXC S/N/H/F/G MAL+MRG 0.6-1,3
11622,EXC S/N/H/F/G MAL+MRG 1.1-2,3
11623,EXC S/N/H/F/G MAL+MRG 2.1-3,3
11624,EXC S/N/H/F/G MAL+MRG 3.1-4,3
11626,EXC S/N/H/F/G MAL+MRG >4 CM,3
11640,EXC F/E/E/N/L MAL+MRG 0.5CM<,3
11641,EXC F/E/E/N/L MAL+MRG 0.6-1,3
11642,EXC F/E/E/N/L MAL+MRG 1.1-2,3
11643,EXC F/E/E/N/L MAL+MRG 2.1-3,3
11644,EXC F/E/E/N/L MAL+MRG 3.1-4,3
11646,EXC F/E/E/N/L MAL+MRG >4 CM,3
1170F,FXNL STATUS ASSESSED,3
11719,TRIM NAIL(S) ANY NUMBER,3
11720,DEBRIDE NAIL 1-5,3
11721,DEBRIDE NAIL 6 OR MORE,3
11730,REMOVAL OF NAIL PLATE,3
11732,REMOVE NAIL PLATE ADD-ON,3
11740,DRAIN BLOOD FROM UNDER NAIL,3
11750,REMOVAL OF NAIL BED,3
11755,BIOPSY NAIL UNIT,3
1175F,FUNCTION STAT ASSESSED RVWD,3
11760,REPAIR OF NAIL BED,3
11762,RECONSTRUCTION OF NAIL BED,3
11765,EXCISION OF NAIL FOLD TOE,3
11770,REMOVE PILONIDAL CYST SIMPLE,3
11771,REMOVE PILONIDAL CYST EXTEN,3
11772,REMOVE PILONIDAL CYST COMPL,3
1180F,THROMBOEMB RISK ASSESSED,3
1181F,NEUROPSYCHIA SYMPTS ASSESSED,3
1182F,NEUROPSYCHI SYMPT 1+PRESENT,3
1183F,NEUROPSYCHIATRIC SYMP ABSENT,3
11900,INJECT SKIN LESIONS </W 7,3
11901,INJECT SKIN LESIONS >7,3
11920,CORRECT SKIN COLOR 6.0 CM/<,3
11921,CORRECT SKN COLOR 6.1-20.0CM,3
11922,CORRECT SKIN COLOR EA 20.0CM,3
11950,TX CONTOUR DEFECTS 1 CC/<,3
11951,TX CONTOUR DEFECTS 1.1-5.0CC,3
11952,TX CONTOUR DEFECTS 5.1-10CC,3
11954,TX CONTOUR DEFECTS >10.0 CC,3
11960,INSERT TISSUE EXPANDER(S),3
11970,REPLACE TISSUE EXPANDER,3
11971,REMOVE TISSUE EXPANDER(S),3
11976,REMOVE CONTRACEPTIVE CAPSULE,3
11980,IMPLANT HORMONE PELLET(S),3
11981,INSERT DRUG IMPLANT DEVICE,3
11982,REMOVE DRUG IMPLANT DEVICE,3
11983,REMOVE/INSERT DRUG IMPLANT,3
12001,RPR S/N/AX/GEN/TRNK 2.5CM/<,3
12002,RPR S/N/AX/GEN/TRNK2.6-7.5CM,3
12004,RPR S/N/AX/GEN/TRK7.6-12.5CM,3
12005,RPR S/N/A/GEN/TRK12.6-20.0CM,3
12006,RPR S/N/A/GEN/TRK20.1-30.0CM,3
12007,RPR S/N/AX/GEN/TRNK >30.0 CM,3
1200F,SEIZURE TYPE& FREQU DOCD,3
12011,RPR F/E/E/N/L/M 2.5 CM/<,3
12013,RPR F/E/E/N/L/M 2.6-5.0 CM,3
12014,RPR F/E/E/N/L/M 5.1-7.5 CM,3
12015,RPR F/E/E/N/L/M 7.6-12.5 CM,3
12016,RPR FE/E/EN/L/M 12.6-20.0 CM,3
12017,RPR FE/E/EN/L/M 20.1-30.0 CM,3
12018,RPR F/E/E/N/L/M >30.0 CM,3
12020,CLOSURE OF SPLIT WOUND,3
12021,CLOSURE OF SPLIT WOUND,3
12031,INTMD RPR S/A/T/EXT 2.5 CM/<,3
12032,INTMD RPR S/A/T/EXT 2.6-7.5,3
12034,INTMD RPR S/TR/EXT 7.6-12.5,3
12035,INTMD RPR S/A/T/EXT 12.6-20,3
12036,INTMD RPR S/A/T/EXT 20.1-30,3
12037,INTMD RPR S/TR/EXT >30.0 CM,3
12041,INTMD RPR N-HF/GENIT 2.5CM/<,3
12042,INTMD RPR N-HF/GENIT2.6-7.5,3
12044,INTMD RPR N-HF/GENIT7.6-12.5,3
12045,INTMD RPR N-HF/GENIT12.6-20,3
12046,INTMD RPR N-HF/GENIT20.1-30,3
12047,INTMD RPR N-HF/GENIT >30.0CM,3
12051,INTMD RPR FACE/MM 2.5 CM/<,3
12052,INTMD RPR FACE/MM 2.6-5.0 CM,3
12053,INTMD RPR FACE/MM 5.1-7.5 CM,3
12054,INTMD RPR FACE/MM 7.6-12.5CM,3
12055,INTMD RPR FACE/MM 12.6-20 CM,3
12056,INTMD RPR FACE/MM 20.1-30.0,3
12057,INTMD RPR FACE/MM >30.0 CM,3
1205F,EPI ETIOL SYND RVWD AND DOCD,3
1220F,PT SCREENED FOR DEPRESSION,3
13100,CMPLX RPR TRUNK 1.1-2.5 CM,3
13101,CMPLX RPR TRUNK 2.6-7.5 CM,3
13102,CMPLX RPR TRUNK ADDL 5CM/<,3
13120,CMPLX RPR S/A/L 1.1-2.5 CM,3
13121,CMPLX RPR S/A/L 2.6-7.5 CM,3
13122,CMPLX RPR S/A/L ADDL 5 CM/>,3
13131,CMPLX RPR F/C/C/M/N/AX/G/H/F,3
13132,CMPLX RPR F/C/C/M/N/AX/G/H/F,3
13133,CMPLX RPR F/C/C/M/N/AX/G/H/F,3
13151,CMPLX RPR E/N/E/L 1.1-2.5 CM,3
13152,CMPLX RPR E/N/E/L 2.6-7.5 CM,3
13153,CMPLX RPR E/N/E/L ADDL 5CM/<,3
13160,LATE CLOSURE OF WOUND,3
14000,TIS TRNFR TRUNK 10 SQ CM/<,3
14001,TIS TRNFR TRUNK 10.1-30SQCM,3
1400F,PRKNS DIAG RVIEWED,3
14020,TIS TRNFR S/A/L 10 SQ CM/<,3
14021,TIS TRNFR S/A/L 10.1-30 SQCM,3
14040,TIS TRNFR F/C/C/M/N/A/G/H/F,3
14041,TIS TRNFR F/C/C/M/N/A/G/H/F,3
14060,TIS TRNFR E/N/E/L 10 SQ CM/<,3
14061,TIS TRNFR E/N/E/L10.1-30SQCM,3
14301,TIS TRNFR ANY 30.1-60 SQ CM,3
14302,TIS TRNFR ADDL 30 SQ CM,3
14350,FILLETED FINGER/TOE FLAP,3
1450F,SYMPTOMS IMPROVED/CONSIST,3
1451F,SYMPT SHOW CLIN IMPORT DROP,3
1460F,QUAL CARD DIAG PRIOR 12 MONS,3
1461F,NO QUAL CARD DIAG PRIOR12MON,3
1490F,DEM SEVERITY CLASSIFIED MILD,3
1491F,DEM SEVERITY CLASSIFIED MOD,3
1493F,DEM SEVERITY CLASS SEVERE,3
1494F,COGNIT ASSESSED AND REVIEWED,3
15002,WOUND PREP TRK/ARM/LEG,3
15003,WOUND PREP ADDL 100 CM,3
15004,WOUND PREP F/N/HF/G,3
15005,WND PREP F/N/HF/G ADDL CM,3
1500F,SYMPTOM&SIGN SYMM POLYNEURO,3
1501F,NOT INITIAL EVAL FOR COND,3
1502F,PT QUERIED PAIN FXN W/ INSTR,3
1503F,PT QUERIED SYMP RESP INSUFF,3
15040,HARVEST CULTURED SKIN GRAFT,3
1504F,PT HAS RESP INSUFFICIENCY,3
15050,SKIN PINCH GRAFT,3
1505F,PT HAS NO RESP INSUFFICIENCY,3
15100,SKIN SPLT GRFT TRNK/ARM/LEG,3
15101,SKIN SPLT GRFT T/A/L ADD-ON,3
15110,EPIDRM AUTOGRFT TRNK/ARM/LEG,3
15111,EPIDRM AUTOGRFT T/A/L ADD-ON,3
15115,EPIDRM A-GRFT FACE/NCK/HF/G,3
15116,EPIDRM A-GRFT F/N/HF/G ADDL,3
15120,SKN SPLT A-GRFT FAC/NCK/HF/G,3
15121,SKN SPLT A-GRFT F/N/HF/G ADD,3
15130,DERM AUTOGRAFT TRNK/ARM/LEG,3
15131,DERM AUTOGRAFT T/A/L ADD-ON,3
15135,DERM AUTOGRAFT FACE/NCK/HF/G,3
15136,DERM AUTOGRAFT F/N/HF/G ADD,3
15150,CULT SKIN GRFT T/ARM/LEG,3
15151,CULT SKIN GRFT T/A/L ADDL,3
15152,CULT SKIN GRAFT T/A/L +%,3
15155,CULT SKIN GRAFT F/N/HF/G,3
15156,CULT SKIN GRFT F/N/HFG ADD,3
15157,CULT EPIDERM GRFT F/N/HFG +%,3
15200,SKIN FULL GRAFT TRUNK,3
15201,SKIN FULL GRAFT TRUNK ADD-ON,3
15220,SKIN FULL GRAFT SCLP/ARM/LEG,3
15221,SKIN FULL GRAFT ADD-ON,3
15240,SKIN FULL GRFT FACE/GENIT/HF,3
15241,SKIN FULL GRAFT ADD-ON,3
15260,SKIN FULL GRAFT EEN & LIPS,3
15261,SKIN FULL GRAFT ADD-ON,3
15271,SKIN SUB GRAFT TRNK/ARM/LEG,3
15272,SKIN SUB GRAFT T/A/L ADD-ON,3
15273,SKIN SUB GRFT T/ARM/LG CHILD,3
15274,SKN SUB GRFT T/A/L CHILD ADD,3
15275,SKIN SUB GRAFT FACE/NK/HF/G,3
15276,SKIN SUB GRAFT F/N/HF/G ADDL,3
15277,SKN SUB GRFT F/N/HF/G CHILD,3
15278,SKN SUB GRFT F/N/HF/G CH ADD,3
15570,SKIN PEDICLE FLAP TRUNK,3
15572,SKIN PEDICLE FLAP ARMS/LEGS,3
15574,PEDCLE FH/CH/CH/M/N/AX/G/H/F,3
15576,PEDICLE E/N/E/L/NTRORAL,3
15600,DELAY FLAP TRUNK,3
15610,DELAY FLAP ARMS/LEGS,3
15620,DELAY FLAP F/C/C/N/AX/G/H/F,3
15630,DELAY FLAP EYE/NOS/EAR/LIP,3
15650,TRANSFER SKIN PEDICLE FLAP,3
15730,MDFC FLAP W/PRSRV VASC PEDCL,3
15731,FOREHEAD FLAP W/VASC PEDICLE,3
15733,MUSC MYOQ/FSCQ FLP H&N PEDCL,3
15734,MUSCLE-SKIN GRAFT TRUNK,3
15736,MUSCLE-SKIN GRAFT ARM,3
15738,MUSCLE-SKIN GRAFT LEG,3
15740,ISLAND PEDICLE FLAP GRAFT,3
15750,NEUROVASCULAR PEDICLE FLAP,3
15756,FREE MYO/SKIN FLAP MICROVASC,3
15757,FREE SKIN FLAP MICROVASC,3
15758,FREE FASCIAL FLAP MICROVASC,3
15760,COMPOSITE SKIN GRAFT,3
15770,DERMA-FAT-FASCIA GRAFT,3
15775,HAIR TRNSPL 1-15 PUNCH GRFTS,3
15776,HAIR TRNSPL >15 PUNCH GRAFTS,3
15777,ACELLULAR DERM MATRIX IMPLT,3
15780,DERMABRASION TOTAL FACE,3
15781,DERMABRASION SEGMENTAL FACE,3
15782,DERMABRASION OTHER THAN FACE,3
15783,DERMABRASION SUPRFL ANY SITE,3
15786,ABRASION LESION SINGLE,3
15787,ABRASION LESIONS ADD-ON,3
15788,CHEMICAL PEEL FACE EPIDERM,3
15789,CHEMICAL PEEL FACE DERMAL,3
15792,CHEMICAL PEEL NONFACIAL,3
15793,CHEMICAL PEEL NONFACIAL,3
15819,PLASTIC SURGERY NECK,3
15820,REVISION OF LOWER EYELID,3
15821,REVISION OF LOWER EYELID,3
15822,REVISION OF UPPER EYELID,3
15823,REVISION OF UPPER EYELID,3
15824,REMOVAL OF FOREHEAD WRINKLES,3
15825,REMOVAL OF NECK WRINKLES,3
15826,REMOVAL OF BROW WRINKLES,3
15828,REMOVAL OF FACE WRINKLES,3
15829,REMOVAL OF SKIN WRINKLES,3
15830,EXC SKIN ABD,3
15832,EXCISE EXCESSIVE SKIN THIGH,3
15833,EXCISE EXCESSIVE SKIN LEG,3
15834,EXCISE EXCESSIVE SKIN HIP,3
15835,EXCISE EXCESSIVE SKIN BUTTCK,3
15836,EXCISE EXCESSIVE SKIN ARM,3
15837,EXCISE EXCESS SKIN ARM/HAND,3
15838,EXCISE EXCESS SKIN FAT PAD,3
15839,EXCISE EXCESS SKIN & TISSUE,3
15840,NERVE PALSY FASCIAL GRAFT,3
15841,NERVE PALSY MUSCLE GRAFT,3
15842,NERVE PALSY MICROSURG GRAFT,3
15845,SKIN AND MUSCLE REPAIR FACE,3
15847,EXC SKIN ABD ADD-ON,3
15850,REMOVE SUTURES SAME SURGEON,3
15851,REMOVE SUTURES DIFF SURGEON,3
15852,DRESSING CHANGE NOT FOR BURN,3
15860,TEST FOR BLOOD FLOW IN GRAFT,3
15876,SUCTION LIPECTOMY HEAD&NECK,3
15877,SUCTION LIPECTOMY TRUNK,3
15878,SUCTION LIPECTOMY UPR EXTREM,3
15879,SUCTION LIPECTOMY LWR EXTREM,3
15920,REMOVAL OF TAIL BONE ULCER,3
15922,REMOVAL OF TAIL BONE ULCER,3
15931,REMOVE SACRUM PRESSURE SORE,3
15933,REMOVE SACRUM PRESSURE SORE,3
15934,REMOVE SACRUM PRESSURE SORE,3
15935,REMOVE SACRUM PRESSURE SORE,3
15936,REMOVE SACRUM PRESSURE SORE,3
15937,REMOVE SACRUM PRESSURE SORE,3
15940,REMOVE HIP PRESSURE SORE,3
15941,REMOVE HIP PRESSURE SORE,3
15944,REMOVE HIP PRESSURE SORE,3
15945,REMOVE HIP PRESSURE SORE,3
15946,REMOVE HIP PRESSURE SORE,3
15950,REMOVE THIGH PRESSURE SORE,3
15951,REMOVE THIGH PRESSURE SORE,3
15952,REMOVE THIGH PRESSURE SORE,3
15953,REMOVE THIGH PRESSURE SORE,3
15956,REMOVE THIGH PRESSURE SORE,3
15958,REMOVE THIGH PRESSURE SORE,3
15999,REMOVAL OF PRESSURE SORE,3
16000,INITIAL TREATMENT OF BURN(S),3
16020,DRESS/DEBRID P-THICK BURN S,3
16025,DRESS/DEBRID P-THICK BURN M,3
16030,DRESS/DEBRID P-THICK BURN L,3
16035,INCISION OF BURN SCAB INITI,3
16036,ESCHAROTOMY ADDL INCISION,3
17000,DESTRUCT PREMALG LESION,3
17003,DESTRUCT PREMALG LES 2-14,3
17004,DESTROY PREMAL LESIONS 15/>,3
17106,DESTRUCTION OF SKIN LESIONS,3
17107,DESTRUCTION OF SKIN LESIONS,3
17108,DESTRUCTION OF SKIN LESIONS,3
17110,DESTRUCT B9 LESION 1-14,3
17111,DESTRUCT LESION 15 OR MORE,3
17250,CHEM CAUT OF GRANLTJ TISSUE,3
17260,DESTRUCTION OF SKIN LESIONS,3
17261,DESTRUCTION OF SKIN LESIONS,3
17262,DESTRUCTION OF SKIN LESIONS,3
17263,DESTRUCTION OF SKIN LESIONS,3
17264,DESTRUCTION OF SKIN LESIONS,3
17266,DESTRUCTION OF SKIN LESIONS,3
17270,DESTRUCTION OF SKIN LESIONS,3
17271,DESTRUCTION OF SKIN LESIONS,3
17272,DESTRUCTION OF SKIN LESIONS,3
17273,DESTRUCTION OF SKIN LESIONS,3
17274,DESTRUCTION OF SKIN LESIONS,3
17276,DESTRUCTION OF SKIN LESIONS,3
17280,DESTRUCTION OF SKIN LESIONS,3
17281,DESTRUCTION OF SKIN LESIONS,3
17282,DESTRUCTION OF SKIN LESIONS,3
17283,DESTRUCTION OF SKIN LESIONS,3
17284,DESTRUCTION OF SKIN LESIONS,3
17286,DESTRUCTION OF SKIN LESIONS,3
17311,MOHS 1 STAGE H/N/HF/G,3
17312,MOHS ADDL STAGE,3
17313,MOHS 1 STAGE T/A/L,3
17314,MOHS ADDL STAGE T/A/L,3
17315,MOHS SURG ADDL BLOCK,3
17340,CRYOTHERAPY OF SKIN,3
17360,SKIN PEEL THERAPY,3
17380,HAIR REMOVAL BY ELECTROLYSIS,3
17999,SKIN TISSUE PROCEDURE,3
19000,DRAINAGE OF BREAST LESION,3
19001,DRAIN BREAST LESION ADD-ON,3
19020,INCISION OF BREAST LESION,3
19030,INJECTION FOR BREAST X-RAY,3
19081,BX BREAST 1ST LESION STRTCTC,3
19082,BX BREAST ADD LESION STRTCTC,3
19083,BX BREAST 1ST LESION US IMAG,3
19084,BX BREAST ADD LESION US IMAG,3
19085,BX BREAST 1ST LESION MR IMAG,3
19086,BX BREAST ADD LESION MR IMAG,3
19100,BX BREAST PERCUT W/O IMAGE,3
19101,BIOPSY OF BREAST OPEN,3
19105,CRYOSURG ABLATE FA EACH,3
19110,NIPPLE EXPLORATION,3
19112,EXCISE BREAST DUCT FISTULA,3
19120,REMOVAL OF BREAST LESION,3
19125,EXCISION BREAST LESION,3
19126,EXCISION ADDL BREAST LESION,3
19260,REMOVAL OF CHEST WALL LESION,3
19271,REVISION OF CHEST WALL,3
19272,EXTENSIVE CHEST WALL SURGERY,3
19281,PERQ DEVICE BREAST 1ST IMAG,3
19282,PERQ DEVICE BREAST EA IMAG,3
19283,PERQ DEV BREAST 1ST STRTCTC,3
19284,PERQ DEV BREAST ADD STRTCTC,3
19285,PERQ DEV BREAST 1ST US IMAG,3
19286,PERQ DEV BREAST ADD US IMAG,3
19287,PERQ DEV BREAST 1ST MR GUIDE,3
19288,PERQ DEV BREAST ADD MR GUIDE,3
19294,PREP TUM CAV IORT PRTL MAST,3
19296,PLACE PO BREAST CATH FOR RAD,3
19297,PLACE BREAST CATH FOR RAD,3
19298,PLACE BREAST RAD TUBE/CATHS,3
19300,REMOVAL OF BREAST TISSUE,3
19301,PARTIAL MASTECTOMY,3
19302,P-MASTECTOMY W/LN REMOVAL,3
19303,MAST SIMPLE COMPLETE,3
19304,MAST SUBQ,3
19305,MAST RADICAL,3
19306,MAST RAD URBAN TYPE,3
19307,MAST MOD RAD,3
19316,SUSPENSION OF BREAST,3
19318,REDUCTION OF LARGE BREAST,3
19324,ENLARGE BREAST,3
19325,ENLARGE BREAST WITH IMPLANT,3
19328,REMOVAL OF BREAST IMPLANT,3
19330,REMOVAL OF IMPLANT MATERIAL,3
19340,IMMEDIATE BREAST PROSTHESIS,3
19342,DELAYED BREAST PROSTHESIS,3
19350,BREAST RECONSTRUCTION,3
19355,CORRECT INVERTED NIPPLE(S),3
19357,BREAST RECONSTRUCTION,3
19361,BREAST RECONSTR W/LAT FLAP,3
19364,BREAST RECONSTRUCTION,3
19366,BREAST RECONSTRUCTION,3
19367,BREAST RECONSTRUCTION,3
19368,BREAST RECONSTRUCTION,3
19369,BREAST RECONSTRUCTION,3
19370,SURGERY OF BREAST CAPSULE,3
19371,REMOVAL OF BREAST CAPSULE,3
19380,REVISE BREAST RECONSTRUCTION,3
19396,DESIGN CUSTOM BREAST IMPLANT,3
19499,BREAST SURGERY PROCEDURE,3
20005,I&D ABSCESS SUBFASCIAL,3
2000F,BLOOD PRESSURE MEASURE,3
2001F,WEIGHT RECORD,3
2002F,CLIN SIGN VOL OVRLD ASSESS,3
2004F,INITIAL EXAM INVOLVED JOINTS,3
20100,EXPLORE WOUND NECK,3
20101,EXPLORE WOUND CHEST,3
20102,EXPLORE WOUND ABDOMEN,3
20103,EXPLORE WOUND EXTREMITY,3
2010F,VITAL SIGNS RECORDED,3
2014F,MENTAL STATUS ASSESS,3
20150,EXCISE EPIPHYSEAL BAR,3
2015F,ASTHMA IMPAIRMENT ASSESSED,3
2016F,ASTHMA RISK ASSESSED,3
2018F,HYDRATION STATUS ASSESS,3
2019F,DILATED MACUL EXAM DONE,3
20200,MUSCLE BIOPSY,3
20205,DEEP MUSCLE BIOPSY,3
20206,NEEDLE BIOPSY MUSCLE,3
2020F,DILATED FUNDUS EVAL DONE,3
2021F,DILAT MACULAR EXAM DONE,3
20220,BONE BIOPSY TROCAR/NEEDLE,3
